mean,std,min,max,site,gene
0.14063752805381877,0.15655205020779817,0.0,0.5082930640257559,2162,100457at3193
0.044080160218442986,0.05766344506984179,0.0,0.19469735586651504,2164,100457at3193
0.004142465702932174,0.0048862260041255805,0.0,0.014468239969923413,2166,100457at3193
0.030391017223478315,0.022431470757258626,0.0,0.07318575628673951,2167,100457at3193
0.005356165546627375,0.007060892670713298,0.0,0.020497496867138754,2168,100457at3193
0.01071579198477554,0.021780648807586876,0.0,0.08245221581812157,2170,100457at3193
0.017737542368104067,0.025027810312142518,0.0,0.07758963172326716,2171,100457at3193
0.00654814687201181,0.011846053991738787,0.0,0.042318658521194985,2172,100457at3193
0.004688199683727682,0.01192506313421864,0.0,0.045386213801752895,2173,100457at3193
0.05229439246246718,0.08469429898426088,0.0,0.29867035095375893,2174,100457at3193
0.10361200437739372,0.1310418479878841,0.0,0.4064772995985435,2175,100457at3193
0.046352568331222296,0.06011133688517705,0.0,0.1977496919980335,2176,100457at3193
0.04229433629739865,0.0681437785677561,0.0,0.24084981313818954,2177,100457at3193
0.07520549414328292,0.12235830269004694,0.0,0.3577177141939649,2180,100457at3193
0.06536555697782555,0.10532280750304136,0.0,0.34708313193650575,2181,100457at3193
0.05013314485590118,0.09075368529458992,0.0,0.31876542091603,2182,100457at3193
0.14666825424595542,0.18748121952885785,0.0,0.5948406364242294,2183,100457at3193
0.12259170772403083,0.14339391916032174,0.0,0.4774007231266495,2212,100457at3193
0.032153687186150005,0.04184651088228337,0.0,0.128626475059467,2213,100457at3193
0.022168378427219023,0.02605724452157778,0.0,0.07997135913333331,2214,100457at3193
0.05083102679657321,0.07953131853095258,0.0,0.281307625552901,2220,100457at3193
0.0585153066501146,0.08717960604651544,0.0,0.32506870247663233,2221,100457at3193
0.01927758293960807,0.022309533353721406,0.0,0.06830567320578806,2222,100457at3193
0.0040690272525849705,0.007261315840157401,0.0,0.022775364491603334,2224,100457at3193
0.025460499094946847,0.02757105973126957,0.0,0.0989052789508249,2225,100457at3193
0.018510589277780893,0.018817225080887047,0.0,0.0627747261085978,2226,100457at3193
0.031147093166385087,0.042787326072148434,0.0,0.1531243050406661,2229,100457at3193
0.027976411091542645,0.036047213172936875,0.0,0.11200961258228981,2230,100457at3193
0.04539680658179132,0.055586558385003954,0.0,0.1688984233848898,2231,100457at3193
0.015543764456916801,0.016742898302193963,0.0,0.049817543871241377,2232,100457at3193
0.03594750151738045,0.0385561838120398,0.0,0.1369712483328427,2233,100457at3193
0.08688791618136106,0.10981480024861028,0.003950236870712054,0.38619206927308625,2234,100457at3193
0.006956872647768482,0.009727180877327003,0.0,0.03262099322393874,2235,100457at3193
0.061815030832450636,0.07881854023579998,0.0,0.23206594498759303,2237,100457at3193
0.008305107099225701,0.008556462928383086,0.0,0.022175339837733787,2239,100457at3193
0.0318286595421978,0.03826568851352722,0.0,0.12163391351256747,2241,100457at3193
0.01054451701717376,0.014447728250010188,0.0,0.04764052934034657,2242,100457at3193
0.029969917739859235,0.04515439216608948,0.0,0.1636579967397278,2243,100457at3193
0.004488817000273852,0.010813745335930824,0.0,0.0414446425660846,2244,100457at3193
0.006824707719117991,0.00875945100065238,0.0,0.02934896996862113,2245,100457at3193
0.040499628412871594,0.05422910917279646,0.0,0.19151725106626882,2246,100457at3193
0.1290542859608235,0.1449869855538629,0.0,0.4476388746308815,2247,100457at3193
0.006768502469965284,0.011183721155269636,0.0,0.03936795633887291,2248,100457at3193
0.00551295061271091,0.007005321794151707,0.0,0.022538568970357886,2250,100457at3193
0.04662104305674606,0.09369006201612069,0.0,0.37298982964465655,2251,100457at3193
0.09706475949066079,0.1180966369352379,0.0,0.4103811313200145,2252,100457at3193
0.05764418611962108,0.054165358326100636,0.0,0.16635392392939607,2253,100457at3193
0.03393196606835292,0.04057626097503217,0.0,0.1278956233937074,2254,100457at3193
0.08423862872032943,0.09747664247715981,0.0,0.35128542685330366,2255,100457at3193
0.061638325693546867,0.08520079206801016,0.0,0.26769223530388464,2258,100457at3193
0.0800020524929518,0.08968836330352302,0.0,0.31052721020558005,2259,100457at3193
0.08090548099641699,0.07124766666981325,0.0,0.22795480201552953,2260,100457at3193
0.007080715640345418,0.016043931866746096,0.0,0.0631420350162264,2264,100457at3193
0.04813207845259583,0.04924528646863298,9.229244882202892e-05,0.133148977737664,2265,100457at3193
0.025211172368118095,0.02519048810659158,0.0,0.0666425541912834,2266,100457at3193
0.08995466306530835,0.1178304832978634,0.0,0.43439612405678263,2267,100457at3193
0.06489869531920693,0.05549219663958907,0.0,0.19117618434776507,2268,100457at3193
0.0038661656646541863,0.008693877628295701,0.0,0.032786556443772596,2271,100457at3193
0.04413076923443387,0.0697346029728933,0.0,0.2276460290766238,2272,100457at3193
0.018764819982980394,0.03052752290195726,0.0,0.11994244354933103,2273,100457at3193
0.015939838219606022,0.02948746672671973,0.0,0.09937164765542583,2275,100457at3193
0.07156741222235065,0.0837381629484626,0.0,0.24736185475806627,2276,100457at3193
0.05555687109878358,0.08377106219968256,0.0,0.2658073550665021,2277,100457at3193
0.041296951130071397,0.043492507608841637,0.0,0.13207119871291706,2278,100457at3193
0.10182537770053691,0.10661479996009283,0.0,0.295618909071365,2279,100457at3193
0.1266613311879702,0.15148519917268272,0.0,0.5120378808133537,2280,100457at3193
0.08415281510116361,0.09915170451796342,0.0,0.2537968617155433,2397,100457at3193
0.07305549961706931,0.08108035366704143,0.0,0.2453559972061341,2398,100457at3193
0.024720541180101016,0.03699512843801718,0.0,0.12640837518325476,2399,100457at3193
0.1193349109341323,0.1347083772453974,0.0,0.4223547469548574,2400,100457at3193
0.04349066908936804,0.0758774391306338,0.0,0.24399404229809507,2413,100457at3193
0.08699423831010725,0.08659825817796082,0.00024090773071971938,0.24393826969808963,2414,100457at3193
0.07287826910283815,0.062203629481335614,0.0,0.20764868654911117,2415,100457at3193
0.010742458502313182,0.016464185112528167,0.0,0.04348429130131226,2416,100457at3193
0.14079985187566932,0.1536664039748418,0.003183045598126766,0.3995628246245384,2418,100457at3193
0.1107806606225979,0.09392127194872771,0.010490129196907283,0.26735072196197107,2419,100457at3193
0.10486316714865003,0.12216020119325072,0.0,0.37208488139509965,2420,100457at3193
0.005185378444564392,0.012283628749859856,0.0,0.048167934970514636,2421,100457at3193
0.14095414688948663,0.16842814892570326,0.0,0.5842576004484479,2423,100457at3193
0.013370474871609724,0.01828150258251994,0.0,0.04777684226786372,2425,100457at3193
0.062137070704560066,0.08129993811027508,0.0,0.25280780151029303,2578,100457at3193
0.02617916578361187,0.03141047440529581,0.0,0.10609637086070478,2579,100457at3193
0.09279202638305444,0.1270820270132248,0.0,0.4006621580119716,2580,100457at3193
0.02441471350148935,0.03460058009625177,0.0,0.10860219339572108,2583,100457at3193
0.00790297741565523,0.01160966529870587,0.0,0.04041445688010925,2584,100457at3193
0.03984375923498809,0.046384660456395575,0.0,0.16362933146369274,2585,100457at3193
0.006400139148446016,0.013541782202433583,0.0,0.042230943401913024,2587,100457at3193
0.09885767859189919,0.11748383727517048,0.0003521140099229658,0.3531971340755713,2590,100457at3193
0.1033791277149089,0.11795695832645649,0.0,0.31919517616158366,2592,100457at3193
0.09196190065711941,0.10359644388808156,0.003649338545253844,0.3595075917275845,2593,100457at3193
0.06053725362087715,0.06525180567713888,0.0,0.1650404440547364,2594,100457at3193
0.10352637603134386,0.09759816425862768,0.005016823373650281,0.2837847848108872,2595,100457at3193
0.04799713306438293,0.043997417611293395,0.0,0.145908960420015,2596,100457at3193
0.016498892935962628,0.01893912102584306,0.0,0.05406150836812618,2597,100457at3193
0.0443806681766072,0.0391142176961525,0.0,0.12922211621194934,2598,100457at3193
0.1100967623997585,0.10807940636558672,0.0,0.33179835644645816,2599,100457at3193
0.07496271884530006,0.08679321254240514,0.0,0.2557304278541195,2600,100457at3193
0.007847185849654744,0.007058712867889218,0.0,0.020318176007805278,2601,100457at3193
0.11938058312553666,0.14245193779199605,0.0,0.397498839252338,8932,101336at3193
0.07709022194294853,0.09604231745453796,0.0,0.3465958385217238,8933,101336at3193
0.04147590612761154,0.051760482989746476,0.0,0.13897274317616093,8934,101336at3193
0.04212874025240111,0.045770188973029924,0.0,0.11519807263467552,8936,101336at3193
0.025760001513920223,0.034039026662905564,0.0,0.10423634068441978,8937,101336at3193
0.019290034005349604,0.03256080645204016,0.0,0.09881289886759603,8938,101336at3193
0.013862874839761178,0.014573094348488936,0.0,0.047823197278149765,8939,101336at3193
0.006819374868876989,0.00873257915801248,0.0,0.027712966899160918,8940,101336at3193
0.00862213262627997,0.01720615213715006,0.0,0.06382444825624223,8941,101336at3193
0.06274998207383571,0.05999607473940207,0.0,0.16690530228870992,8942,101336at3193
0.035983652457171236,0.03151433943143393,0.0,0.12152225379395354,8943,101336at3193
0.0060353832601454695,0.010926919392719683,0.0,0.041189021766281364,8944,101336at3193
0.055637173365547264,0.07834936075464681,0.0,0.24019175217178512,8945,101336at3193
0.13740978061930992,0.17626766165229457,0.0,0.5722722402976346,8946,101336at3193
0.061693551841237135,0.0905818105326173,0.0,0.31823180342742363,8948,101336at3193
0.0707839945172951,0.06412356793661014,0.0,0.17665734540710432,8949,101336at3193
0.03718640359282002,0.04634073567746936,0.0,0.13742132848162214,8950,101336at3193
0.023410791311812614,0.02460167088194022,0.0,0.06963959490873584,8952,101336at3193
0.07935255639335002,0.06334650612437177,0.0,0.1929862543094094,8953,101336at3193
0.027577100332825878,0.03456203039874157,0.0,0.09628068119971944,8954,101336at3193
0.008566070325529902,0.009642324190664886,0.0,0.03346705441331532,8956,101336at3193
0.02983419025445692,0.033737750278501455,0.0,0.1033641134753518,8957,101336at3193
0.03622303168104195,0.043831486597784124,0.0,0.14136847877359893,8958,101336at3193
0.00796529970629553,0.008987051964812256,0.0,0.028335345796578038,8961,101336at3193
0.002085255020937741,0.005153386310682526,0.0,0.015031652864660572,8962,101336at3193
0.002345008913043308,0.004108846192031762,0.0,0.013494437378559931,8963,101336at3193
0.06459598191733842,0.10661585117000656,0.0,0.34696288028855404,8964,101336at3193
0.006926671535734178,0.010145773746904898,0.0,0.038917694038119066,8965,101336at3193
0.006966603450999613,0.01042922643049277,0.0,0.03386476953327122,8966,101336at3193
0.002278758654074083,0.0031298767750364566,0.0,0.00896449679086131,8968,101336at3193
0.010075142566061117,0.014241989557070074,0.0,0.04012876826036926,8970,101336at3193
0.0885442788355981,0.08435804557312726,0.0,0.2533778364614614,8972,101336at3193
0.010347188429088942,0.013135893380830089,0.0,0.043121826495152504,8973,101336at3193
0.002098241010551834,0.0036196189174860236,0.0,0.011049023410354408,8974,101336at3193
0.03848911733498294,0.06971971401507324,0.0,0.2491466635957753,8975,101336at3193
0.01068566198995442,0.012235200822046115,0.0,0.03454412379724747,8976,101336at3193
0.01020778419924726,0.01300323090349009,0.0,0.036593774732146755,9004,101336at3193
0.010869347197135741,0.011161082027193348,0.0,0.03133551782168409,9006,101336at3193
0.06530172643879693,0.06538114862847097,0.0,0.2190048119044148,9007,101336at3193
0.009100919371829042,0.011316327342827818,0.0,0.039305681905579704,9008,101336at3193
0.01699460203052395,0.03011189005496078,0.0,0.09923485217783856,9009,101336at3193
0.08107085151983756,0.108909264106377,0.001398761529691317,0.40181415585905933,9010,101336at3193
0.01125870915324049,0.015709741828438966,0.0,0.04608251288006393,9011,101336at3193
0.0738511774670313,0.07664385592454546,0.0,0.22305361075894892,9012,101336at3193
0.05963042479162238,0.079279023004427,0.0,0.21174905213863449,9013,101336at3193
0.064707882570521,0.07502485806579916,0.0,0.22571768764352695,9014,101336at3193
0.032823722996871044,0.04613051165333267,0.0,0.1465065210531069,9015,101336at3193
0.09703881340841339,0.11129536871729653,0.0,0.2921549773288459,9016,101336at3193
0.0423112013049546,0.048728984069950465,0.0,0.13558009651984593,9017,101336at3193
0.10047962305251518,0.10762948235596292,0.004748374021479762,0.31170055154349985,9019,101336at3193
0.011304780630944667,0.014025116261804985,0.0,0.04888083792316911,9021,101336at3193
0.054947532481808475,0.06848865411536839,0.0,0.20645726863231184,9022,101336at3193
0.0012229923726186994,0.0020403664364411216,0.0,0.005646164833944978,9025,101336at3193
0.0010311510967692043,0.003697365130828343,0.0,0.01437431777678988,9055,101336at3193
0.006207745174669406,0.012515903039401845,0.0,0.046168812961253636,9082,101336at3193
0.0013188131164210285,0.0030605167985243878,0.0,0.009657499836415395,9084,101336at3193
0.01838496206997573,0.023873124816023484,0.0,0.07499335795549444,9085,101336at3193
0.03522116238356192,0.05348821037951181,0.0,0.18798731537520696,9087,101336at3193
0.03531662722413976,0.04028659730268942,0.0,0.10926468696060998,9088,101336at3193
0.007479482258156682,0.013345596066923144,0.0,0.05215274599280306,9089,101336at3193
0.01673307628732159,0.017710544329809834,0.0,0.04893561228564547,9090,101336at3193
0.0028747851252483247,0.004609007586241744,0.0,0.01300911388991488,9091,101336at3193
0.019783540913740513,0.018270901659477833,0.0,0.05877492890405245,9092,101336at3193
0.0035879423090809937,0.0065583856403604365,0.0,0.019051714353785387,9093,101336at3193
0.007178072961445622,0.011711036869093997,0.0,0.03536095359204472,9094,101336at3193
0.09334400909491802,0.12032845490486746,0.0,0.35060625174699833,9095,101336at3193
0.029429239310595136,0.03712948958158087,0.0,0.10115569885534503,9096,101336at3193
0.01391183439518094,0.01536470982379774,0.0,0.04613791491085362,9098,101336at3193
0.07078372799773161,0.08433227861373128,0.0,0.2478608757560412,9099,101336at3193
0.006842074882603363,0.011686074727393258,0.0,0.042979651424304155,9100,101336at3193
0.0761528841127202,0.09278563634517423,0.0,0.3376616911488166,9101,101336at3193
0.04787519619340067,0.05436038298940195,0.0,0.16661046315376016,9102,101336at3193
0.010742532852744284,0.015711335256884944,0.0,0.05633607824013165,9103,101336at3193
0.006967019574984127,0.012248341753086032,0.0,0.03716855716906231,9104,101336at3193
0.0174825561766478,0.02034034920182174,0.0,0.06133098804165815,9105,101336at3193
0.004712278921986638,0.010529591427994778,0.0,0.039194507988145055,9106,101336at3193
0.007416575738618988,0.011595491325492778,0.0,0.03318876415815164,9107,101336at3193
0.013633103234642915,0.02297884400710836,0.0,0.08808480996920931,9108,101336at3193
0.11531537027906315,0.1176739572447803,0.0,0.3570155491816074,9109,101336at3193
0.03873483801466051,0.05047973366262164,0.0,0.15756246911971106,9110,101336at3193
0.09422305851553306,0.09011665105128706,0.0,0.265987196602,9111,101336at3193
0.004556748964735332,0.011025039288210544,0.0,0.04008954724075764,9112,101336at3193
0.13201994713411744,0.15592397784780995,0.0,0.5700322538195879,9113,101336at3193
0.06678772505182404,0.07355245450400753,0.0,0.237666060767034,9114,101336at3193
0.08462445743346138,0.10376727759822403,0.0,0.36653109956480856,9115,101336at3193
0.031564685014313525,0.03541905792665728,0.0,0.11754004044093902,9184,101336at3193
0.005546040255792809,0.007048047699181145,0.0,0.019022454602940053,9186,101336at3193
0.02846028387330528,0.030120236135603627,0.0,0.08816186968323025,9187,101336at3193
0.004891882681778995,0.007545618775528733,0.0,0.02172961911416138,9188,101336at3193
0.027626122623445652,0.03562190550637483,0.0,0.09369515726868327,9189,101336at3193
0.03171752892641163,0.03701495784767449,0.0,0.09681107051596216,9190,101336at3193
0.010736668949977875,0.015632154531942336,0.0,0.05663664201151919,9191,101336at3193
0.05124964550717543,0.0705497110788852,0.0,0.24623585890966337,9192,101336at3193
0.09772147808149183,0.11690085959817095,0.0,0.35992087047234866,9193,101336at3193
0.0008753342056437111,0.0023453418385182574,0.0,0.00763816182582433,9194,101336at3193
0.01749411596619644,0.024530998318422842,0.0,0.07999650391971813,9195,101336at3193
0.08734273795912381,0.07345041349044569,0.0,0.21951655081517085,9196,101336at3193
0.01935161328921041,0.023209237537332117,0.0,0.062305502419272685,9197,101336at3193
0.005762242133500776,0.0073215514753365955,0.0,0.022577962957437636,9198,101336at3193
0.006053421877405008,0.010577060123138415,0.0,0.034042958841600246,9199,101336at3193
0.0973229590652193,0.12094695473790558,0.0,0.3654996656077203,9200,101336at3193
0.0730870889218149,0.07652837051996145,0.0,0.200311924102762,9201,101336at3193
0.028127141139368015,0.03795575454576981,0.0,0.12710094380982584,9202,101336at3193
0.06076653780896183,0.09009578598198408,0.0,0.27901550179914913,9203,101336at3193
0.10519870857159157,0.14209063194118457,0.0,0.4171779873069128,9204,101336at3193
0.05230316954479772,0.06234901907991031,0.0,0.1954681646757237,9205,101336at3193
0.006666447585265104,0.008005557200672943,0.0,0.020672828194963522,9206,101336at3193
0.11050180425832654,0.11883035766304334,0.0,0.3223269288458681,9207,101336at3193
0.07600908891231692,0.09286082984972278,0.0,0.27773391892192034,9208,101336at3193
0.010793529858637166,0.010048864847225511,0.0,0.02910343268708626,9211,101336at3193
0.006115679482911451,0.010332882078544159,0.0,0.03310186997039288,9212,101336at3193
0.0012137167761616218,0.0028043418877967225,0.0,0.010132084957296783,9213,101336at3193
0.0049884926700913676,0.0107291032107342,0.0,0.03799721869924211,9214,101336at3193
0.012006532332622033,0.013835372417754805,0.0,0.04353938335435448,9215,101336at3193
0.009853648702424452,0.01385037083542197,0.0,0.040768599366487024,9216,101336at3193
0.007485579862847139,0.01647070003266881,0.0,0.05580710039901593,9217,101336at3193
0.06548410272716938,0.05253116800315817,0.0,0.17794618610704127,9218,101336at3193
0.0202171900853767,0.032830637067007784,0.0,0.13034896757226555,9219,101336at3193
0.004949237860118775,0.009475956452871524,0.0,0.03499716959447641,9220,101336at3193
0.013606888461780701,0.020688242006925754,0.0,0.06252740207148166,9221,101336at3193
0.050508471331532544,0.06768369989463084,0.0,0.25788526045878335,9222,101336at3193
0.07344914615500185,0.0946815643209309,0.0,0.29886272108297707,9223,101336at3193
0.006984112059656959,0.010522243197705505,0.0,0.03208285210255912,9224,101336at3193
0.030975853448823705,0.032779996001963047,0.0,0.11518046566988405,9226,101336at3193
0.031159511295306416,0.03465063307207488,0.0,0.11552088283266437,9228,101336at3193
0.03014133337052917,0.03276429855720948,0.0,0.10871290679721834,9229,101336at3193
0.010740762281037522,0.017444374757858722,0.0,0.06067230742995666,9231,101336at3193
0.008850287236958361,0.01717302987279255,0.0,0.06249982904415452,9236,101336at3193
0.03917906965385639,0.037507151796532814,0.0,0.10865727386331026,9237,101336at3193
0.007979203533245787,0.01408134785707166,0.0,0.04896509154372963,9239,101336at3193
0.030385435159883893,0.041506048248646656,0.0,0.12003581355026771,9240,101336at3193
0.005880830803945925,0.007537186914478366,0.0,0.022078645253055917,9241,101336at3193
0.043338741061935485,0.051397524622005086,0.0,0.16109640322805863,9243,101336at3193
0.00904566079284037,0.018212285072434362,0.0,0.05503553620563917,9244,101336at3193
0.004566955433381326,0.00939617139301345,0.0,0.027258344182569783,9245,101336at3193
0.09457774692605146,0.10949405063421998,0.0,0.34200744618768963,9247,101336at3193
0.00700405722974263,0.009769295108035375,0.0,0.02848962512184139,9248,101336at3193
0.004782087120994808,0.006668507518329431,0.0,0.017786224798481243,9250,101336at3193
0.0030646594107811196,0.005127794572013147,0.0,0.014530817633160442,9275,101336at3193
0.004663698967619349,0.012510323680257555,0.0,0.04873650414818487,9276,101336at3193
0.03853385730896289,0.04707170295977881,0.0,0.1737924562801183,9277,101336at3193
0.0320148800287764,0.03974744748822682,0.0,0.13409908534095516,9278,101336at3193
0.022045531333268736,0.029613224484101027,0.0,0.10428100951956587,9279,101336at3193
0.08499191509553806,0.1015226382979696,0.0,0.2561501700710953,9281,101336at3193
0.09304988637377883,0.12182593243181655,0.0,0.4598945248557338,9282,101336at3193
0.06832745706457753,0.09928753733580085,0.0,0.32930504009656403,9283,101336at3193
0.00669058538078886,0.010374548939176435,0.0,0.03529937836827779,9284,101336at3193
0.0037636590811183533,0.006373644803634465,0.0,0.018211024716879187,9286,101336at3193
0.013382089172557654,0.016194422876901517,0.0,0.05495373343383747,9287,101336at3193
0.03520284905873979,0.03817306422383351,0.0,0.11902717960184939,9289,101336at3193
0.03379086026909596,0.03144040729801436,0.0,0.08622647858064436,9290,101336at3193
0.04859054310999529,0.06593476198934002,0.0,0.23760930849605755,9291,101336at3193
0.011277484796409798,0.018230742160849585,0.0,0.06858130967138809,9292,101336at3193
0.017995120789939707,0.018936081744461996,0.0,0.04729465028074409,9293,101336at3193
0.08437523996328182,0.10286958394492197,0.0,0.31933608005671,9294,101336at3193
0.006440404230170034,0.01734880613716762,0.0,0.06643221484658968,9295,101336at3193
0.0044122463031642575,0.01264049781754569,0.0,0.049240724234513866,9296,101336at3193
0.08100188374663549,0.08067353643338171,0.0,0.23144716295227807,9297,101336at3193
0.010264907833414523,0.01937460943201054,0.0,0.059203128015035134,9298,101336at3193
0.007183537817002576,0.010697007741270472,0.0,0.029827590725724384,9299,101336at3193
0.0022844127524245176,0.0035974736239527366,0.0,0.009356256317680334,9300,101336at3193
0.12097362145671395,0.135496092653653,0.0,0.4077785138075387,9301,101336at3193
0.04496289018514898,0.06747376600463006,0.0,0.22317103871059363,9303,101336at3193
0.03452753155657606,0.0523437597565263,0.0,0.19988176542405434,9304,101336at3193
0.0052681165029158684,0.007481575882526454,0.0,0.023391436921922804,9305,101336at3193
0.038962481601522665,0.04902331739186051,0.0,0.1528717933462258,9306,101336at3193
0.03961219472734389,0.07981073447934697,0.0,0.2574846642631279,9307,101336at3193
0.0708300821245251,0.07189608680500086,0.0014924244069711712,0.1999757250879548,9327,101336at3193
0.05583992446282086,0.05888817123681709,0.0016081327917865096,0.22032085224481834,9328,101336at3193
0.01578396191201453,0.018202730097180538,0.0,0.059482262364099814,9331,101336at3193
0.02308948394946227,0.026450854783318895,0.0,0.07466654990221544,9333,101336at3193
0.036416793727401364,0.04107717766741537,0.0,0.11689250366431847,9334,101336at3193
0.07333597963054127,0.08430860821867324,0.0,0.2829360789818778,9335,101336at3193
0.04702821212730903,0.07849034602608201,0.0,0.27241114425730917,9336,101336at3193
0.14318472531994064,0.16437738901668703,0.0,0.4615728874805334,9337,101336at3193
0.1551682412217877,0.19742164994463016,0.0019103411881906673,0.6592842414638689,9338,101336at3193
0.1431578129626649,0.17009399754932525,0.0,0.4836859265444229,9339,101336at3193
0.02656502898667932,0.03265231873623953,0.0,0.10205552986452782,9340,101336at3193
0.1097956693069732,0.12290227253440494,0.0,0.3696009493611605,9341,101336at3193
0.020036482267340984,0.025134709205343202,0.0,0.08683204803298805,9342,101336at3193
0.048528228081362104,0.0665509245574935,0.0,0.19679987927573572,9343,101336at3193
0.051696261574269604,0.06318530933734444,0.0,0.20189196634713724,9344,101336at3193
0.06750715326009603,0.0765104271225907,0.0,0.2447364796383078,9345,101336at3193
0.00935393187609351,0.014053835086472687,0.0,0.042124220023946,9346,101336at3193
0.017028725291082437,0.01728970618740097,0.0,0.044545335686048126,9347,101336at3193
0.04298698822039446,0.057692672558091594,0.0,0.16231641005358988,9348,101336at3193
0.08438210888675085,0.1066275502813254,0.0,0.32089079957399136,9349,101336at3193
0.015118795028530455,0.030048442807957862,0.0,0.10560891468465217,9350,101336at3193
0.11181072824445959,0.13549471160402793,0.0,0.3742267399453527,9351,101336at3193
0.007053869148161996,0.011737255258503016,0.0,0.034671899349408175,9352,101336at3193
0.009545374511432817,0.02309749225909381,0.0,0.0802897905317308,9353,101336at3193
0.03907486485652825,0.04225749270370877,0.0,0.10475207922380037,9354,101336at3193
0.008642859321568875,0.018174707865047386,0.0,0.06478744623739718,9376,101336at3193
0.03479715867071815,0.0406312102926162,0.0,0.14892216181962237,9377,101336at3193
0.03403801661547949,0.05591277216702927,0.0,0.16519014626731154,9378,101336at3193
0.043244478998033235,0.056552168645058125,0.0,0.20032998389742085,9379,101336at3193
0.024948843094724924,0.02611055177279825,0.0002775867233453244,0.08813808778066923,9380,101336at3193
0.005168072541752311,0.008814931580321704,0.0,0.029548184136609423,9382,101336at3193
0.05399341500406544,0.06450613800676873,0.0,0.18525246706571608,9384,101336at3193
0.0219140450994484,0.024938337110132328,0.0,0.08740561886530385,9385,101336at3193
0.04621528290910664,0.07609387253319846,0.0,0.2408510502035055,9387,101336at3193
0.07262008881849459,0.08849462427374687,0.0,0.26637415595678826,9388,101336at3193
0.03084844582146397,0.03280992190061025,0.0,0.09481385542766607,9389,101336at3193
0.03347453688702777,0.04686025503471683,0.0,0.15802109517922736,9390,101336at3193
0.011227074458004808,0.016468165983381043,0.0,0.048735698506786385,9391,101336at3193
